timestamp,open,high,low,text
2017-12-31,712.211975,760.348022,710.119019,What are you reading this week to improve your financial education? This book is a great read to learn what school didn't teach you. If you want to learn more about the edited 4 cashflow quadrants visit https://t.co/plfFUrGh3W #financialeducation #bitcoin #ethereum #celsius #gold https://t.co/f6TpxQ6ed4
2018-01-02,772.346008,914.830017,772.346008,"i see a lot of people thinking the #bullrun may end… it’s not the same you have people like @tim_cook that will buy #bitcoin and #Ethereum till #btc goes to ——&gt; 1m per coin… 

don’t try to #outsmart the begginer buy selling you their #eth or #btc

#crypto https://t.co/4XApRc7BrG"
2018-01-03,886.0,974.471008,868.450989,"@TheMoonCarl Sir , you spelled #Ethereum wrong!"
2018-01-05,975.75,1075.390015,956.325012,"Next ULTRA Temporal Target for $ETH M1 : 07h55 UTC.

(𝐓𝐞𝐦𝐩𝐨𝐫𝐚𝐥 𝐓𝐚𝐫𝐠𝐞𝐭𝐬 are like pivot points but applied to time. This is when a trend shifts or reinforces itself.)
#Ethereum #cryptocurrency #cryptotrading"
2018-01-06,995.153992,1060.709961,994.622009,Requesting faucet funds into 0x4E6EceD0114CC47F23409Ad18F1315DB7e699080 on the #Rinkeby #Ethereum test network.
2018-01-07,1043.01001,1153.170044,1043.01001,Requesting faucet funds into 0x3E6b6cDa68fA213Ca8F7C3eC4E4bEfAd23294313 on the #Rinkeby #Ethereum test network.
2018-01-08,1158.26001,1266.930054,1016.049988,"Prepare for unexpected levels ...

#crypto #cryptocurrency #blockchain #altcoin
#bitcoin #ethereum 
#btc #eth #xrp #bnb #ada #eos
$BTC $ETH $XRP $BNB
$SOL $EOS
#nft #defi #news
#binance #bsc #usdt
#trading #business #forex #investing #fintech
#twitter #art #giveaway
#money #fomo"
2018-01-10,1300.339966,1417.380005,1226.599976,"Over the last 30 days, #Ethereum's gains have risen to a staggering 37%. https://t.co/OhJdxuJBL4"
2018-01-11,1268.089966,1337.300049,1135.170044,"Day 2 of making 3 million dollars made 42% returns in stocks invested 10,000 #ShubhamSingh #bitcoin #Ethereum #ElonMusk #cryptotrading #cryptocurrecy #Trending #Millionaire #Billionaires #DreamBig #Adele30 #nfts #KendallJenner #BillieEilish #AmyraDastur #DuaLipa #3million"
2018-01-14,1397.47998,1400.560059,1286.209961,Requesting faucet funds into 0x32fcae0F1d6bCC57Ed1B87900ff7e06681b3c581 on the #Rinkeby #Ethereum test network.
2018-01-15,1365.209961,1390.589966,1290.599976,Requesting faucet funds into 0x30dEaf45E30D343883a58eD3aC6b898a890763c6 on the #Rinkeby #Ethereum test network.
2018-01-16,1292.630005,1292.630005,875.544983,"@TheMoonCarl I think the #althash blockchain with #htmlcoin as gas... It's cheap (almost for free), as fast as @LewisHamilton and has the same functionalities as #Ethereum"
2018-01-17,1061.339966,1090.22998,780.921997,$BORING #Bitcoin #oPortal #Ethereum #crosschain #GameFi #NFT #DeFi $BTC https://t.co/Q2sssvjyDB
2018-01-18,1016.440002,1100.310059,967.758972,You may purchase my Fire lion NFT on Rarible now https://t.co/wBmuFhvWpR #rarible #ethereum #flow #nonfungible #digitalasset #nft via @rarible
2018-01-19,1028.819946,1093.219971,1003.710022,"Ethereum 1-day AltRank™ is up 39% to 227 with price down -0.88% to A$6,295.48 

https://t.co/9sQ8wiPgKK
$ETH #Ethereum #LunarShare #LunarCrush"
2018-01-20,1044.949951,1167.109985,1044.949951,@MARCIANOPHONE easy money Hare Token @Hare_token #Ethereum #Bitcoin #SHIB #dogecoin https://t.co/C7VyFf8IPz
2018-01-21,1155.680054,1155.680054,1021.5,It seems that #Bitcoin is gearing up for new all time high in this week. Not financial advice. #litecoin #blockchain #ethereum #Digibyte
2018-01-23,1004.169983,1023.22998,920.539978,"@OpCryptoUK $GTH

Chart shows strength and
I think the FA is too strong and it's gaining momentum.

Gather will soon bridging to #BinanceSmartChain.

Just 32M MCap.

#BSCGems #BSCGem #BSCGemsAlert #BSC
#100xCoin #100xGems #Ethereum https://t.co/vBqhCreoBU"
2018-01-24,987.47699,1062.439941,965.807983,"$sOLT, the Syndicate Bridge Token that connects #ethereum will be listed on a DEX tomorrow!📢

With this new listing, $OLT can reach out to more global users👏

Learn more about $sOLT 👉 https://t.co/04K4PPzDNa https://t.co/szyyklWTm8"
2018-01-28,1111.780029,1257.77002,1111.780029,"#Umachitfund #starup #blockchain
#ethereum #chitfunds
Information: https://t.co/JQOlXVWuO6 https://t.co/mmoIf65qIb"
2018-01-30,1184.130005,1184.630005,1058.969971,"A valuable  project by best team live in cryptoworld,offers big profit to all&amp;have a great future.Join fast.Visit https://t.co/LFNiG0YBvP https://t.co/qTWp1XFPM6 $CEX #catenax #catenaxcrypto #binance #ethereum #cryptocurrency #altcoin #defi #cryptotwitter #newscryptocurrency"
2018-02-01,1119.369995,1161.349976,984.81897,Requesting faucet funds into 0x8d9163Ae27102f29b44b1b83ED871B87eB9EC7A0  on the #Rinkeby #Ethereum test network.
2018-02-03,919.210999,991.942993,847.690002,$BORING #Bitcoin #oPortal #Ethereum #crosschain #GameFi #NFT #DeFi $BTC https://t.co/UAirZEfETr
2018-02-04,964.666992,969.031982,805.064026,"#opensea #OpenSeaNFT #NFTs #NFTCommunity #NFTshill #nftart #NFTartwork #art #NFTartist #nftcollector #NFTdrop #NFTLAUNCH #polygonnft #digitalart #NFTartwork #rarible #nftasia  #Metaverse #NFTMarketplace #SPACEMAN #ETH 

- FIRST CONTACT -
0.15 #Ethereum 

https://t.co/7ppP05D9BM https://t.co/moUv4mg35j"
2018-02-05,834.958008,856.645996,644.598999,I've been avoiding #Ethereum platform too long and missing out on this Olympus thing. Ok. How much of this $OHM do I need to make it? I'll bite
2018-02-08,755.843018,845.085999,755.843018,"Monolithic (#Solana) vs Modular Blockchains ( #Ethereum )
👇🏾👇🏾👇🏾👇🏾 https://t.co/fV4FE3ivCS"
2018-02-09,818.47998,884.004028,788.833984,"🔥🎨 NFT-artwork ""The Last Kiss"" 😊 🥰 

https://t.co/doCuOlFctz

#NFTs #NFTCommunity #NFT #nftcollector #NFTcollection  #nftcollectors #art #artist #OpenSeaNFT #Ethereum #ETH #Bitcoin"
2018-02-10,882.46698,917.400024,825.577026,"#DeFi ✅
#NFT  ✅
#DAO ✅

DeFi + NFT ✅

Now : NFT + DAO , 
The Combination of #Ethereum Usecases  by @CityDao
#CityDAO"
2018-02-11,859.288025,859.288025,788.221985,I think @GaryGensler should watch #startup on #Netflix. If it doesn’t ironically remind me of the bad guy to be  #Ethereum @VitalikButerin with their evil corruption with #jayclayton #billhinman etc etc. 🤣🤣🤣 funny but I’m still PISSED wouldn’t drop a tear if eth went to 0.
2018-02-13,869.29303,870.708984,828.836975,Requesting faucet funds into 0xd2d3341F401D042Fe68Fd871F07f7d9215F1D109 on the #Rinkeby #Ethereum test network.
2018-02-14,844.278992,926.429016,844.278992,"➡️ Bitrue (New Round) Airdrop ⬅️

Reward Pool : $2500 worth of TRX

Link : https://t.co/JMPQwaDpy7

🔹Complete all task
🔹Enter data
🔹Enter tron address

Done

Note : for 1000 lucky users

#ethereum #bitcoin #airdrops #airdropalert #cryptocurrency #crypto #ETH #blockchain #BSC"
2018-02-15,923.728027,951.947998,911.111023,I wouldn't mind gas to purchase an #ENS if i could bundle a few names together #Ethereum
2018-02-16,934.786011,950.005005,917.848022,"Latest rate of Ethereum to US Dollar ( ETH to USD ) ETH/USD is $ 4,572.21 . #Ethereum #ETH #ETHTOUSD #forex #cryptocurrency . check updates on this url https://t.co/L81c0Ux5IE"
2018-02-19,921.66803,957.776978,921.554016,"https://t.co/QVWV0FSMWS

#Bitcoin #Ethereum #Crypto #blockchain #Dapps #DeFi #SmartContract #Solidity #Cryptocurrency $BTC $ETH"
2018-02-23,811.585022,886.317993,794.791016,"Be the 1st to have a Dear Santa #Bitcoin shirt 👕
https://t.co/0qs3ovRvKO
#BTC #Crypto #Cryptocurrency #Christmas #Gift #Blockchain #NFT #NFTs  #NFL #Binance #BSC #ADA #100xCoin #Ethereum #ETH #BNB #DeFi #fintech #tech #Digital #DigitalArt #holidays #ShopeexNCT127 #Shop #HODL https://t.co/58W5btsXis"
2018-02-24,861.593018,879.531006,818.549988,"Inflow ⚠️ ... this is why we cant have nice things, come bulls do ur thing #Crypto #altcoin #Ethereum https://t.co/LIqbLrODjd"
2018-02-25,839.458984,853.145996,822.380981,"Weekly Price Report 

Find more on our dedicated page: https://t.co/uR44VKi1A0👈

#BTC #ETH #BNB #SOL #ADA #XRP #bitcoin #ethereum #solana #cardano #ripple https://t.co/0Hn1ySzs7D"
2018-02-27,870.36499,896.258972,867.096985,"📉#Binance: #PNT-USDT (#1d)
🏁#traderesult - Timelimit
📥Open rate: 1.06539999
📤Close rate: 1.04410001
⌚Duration: 10 days
💰Profit: 2.04%

#pnetwork #tradingbot #altcoin #trading #ethereum #analysis"
2018-03-02,871.763977,876.377991,852.421997,"$ETH #Ethereum Things are getting scary! Price is emerging outside channel support on the daily 😬
https://t.co/AmE8n6JHSi"
2018-03-03,856.710999,868.453979,855.20697,Zoomed in 4 hour chart of #Ethereum. Is this a continuation triangle and $ETH moves higher from here? That’s my bet #Crypto https://t.co/BHpDljVDpe https://t.co/0c3J97qrxf
2018-03-06,853.817017,853.817017,809.93103,"The project uses very competent marketing and price policy. I am confident that the project will show itself well in the future.

#blockchain #bitcoin  #crypto #ethereum #cryptocurrencies #fintech #defi #hashtoken #hashbon  
@hashbon"
2018-03-07,816.270996,825.606995,726.546997,"#Blockchain #Crypto #Bitcoin #Ethereum #Trading Genopets (GENE), un jeu NFT Move-to-Earn sur Solana (SOL): https://t.co/ecUjhrjsrb"
2018-03-08,752.570007,773.767029,696.169006,"COMİNG SOON… 🔥

#nft #crypto #cryptonft #opensea #Solana #BTC #nftcommunity #nftdrop #nfttürkiye #nftgiveway #nftart #nftartist #NFTs #nftcollector #Ethereum #SolanaAirdrop #AdobeMAX #art #pixelnft https://t.co/J6hcwuEMDC"
2018-03-10,730.159973,748.031006,682.695007,Look what I found! Venus skate Yelow edition collectible https://t.co/XLUf3scFIb #rarible #ethereum #flow #nonfungible #digitalasset #nft via @rarible
2018-03-11,685.312012,735.830994,668.122986,"@hnordstrom22 @McLeod4Congress @DoontBuy $DBUY 

#EARSHOT #MusicNFTs #audioNFTs 
ticks all the boxes

Beta dropping this month ✅
Experienced Devs and team ✅ Marketing &amp; development fund ✅ 
User friendly UI simply ✅
 
   🎼          💿            💰
Create... Mint... distribute 

@DoontBuy music own it!

#Ethereum"
2018-03-12,724.406006,742.513977,683.268005,"What do you guys think of hoodies on our Polar Punks?❄️ Don’t forget to join our discord for daily giveaways and more on our project❗️💎
-
https://t.co/u0bn4i49rX
-
https://t.co/vysNbiVXz3
- #nft #nfts #nftart #nftcommunity #nftcollector #nftartist #newnft #eth #ethereum #crypto https://t.co/5DraLkn7Y9"
2018-03-14,691.218994,702.783997,594.099976,Vote and helping to decide #NFT #Ethereum #collab2021
2018-03-18,551.640015,551.640015,460.088013,"Their efforts will soon be successful.  This project will grow into a great future.  This is a very unique idea that can lead to great success. $CEX #carenax #catenaxcrypto #binace 
#ethereum #cryptocurrencyNews #cryptotwitter
#mewscryptocurrency"
2018-03-19,546.625977,558.099976,519.122986,"#cryptocurrency #Insights
#Bitcoin rose 1.34% at $65,787.05
#XRP climbed up2.27% at $1.22
#Ethereum gained 1.27% at $4,706.47
#Binance rose 1.11% at $653.38

#BTC #BTCUSD #XRPUSD #ETH #cryptocurrencies #Crypto #CryptoNews #Blockchain #cryptocurrency  #BNB #Crypto  #cryptotrading"
2018-03-20,556.721985,567.090027,521.203979,Requesting faucet funds into 0xD0675A14669A72c63e35454A0e66d1e1159c743c on the #Goerli #Ethereum test network via https://t.co/w5K7d3CYaa
2018-03-21,559.099976,589.606995,550.572021,Look what I found! Igtk Beats logo collectible https://t.co/rpnNja9hnO #rarible #ethereum #flow #nonfungible #digitalasset #nft via @rarible
2018-03-22,562.103027,577.565979,523.088989,"#ETH price：$4,724.12
Will #Ethereum hit $5,000 in November? 
#Ethereum https://t.co/GE7e8DPMb4"
2018-03-25,522.703003,535.820984,515.658997,"Selling this, dm me offers! This is my first NFT so i hope im doing it right!

#NFT #NFTs #LazylionsNFT #BoredApes #Crypto #Bitcoin #Ethereum #Bitcoin https://t.co/bn34un4Q7b"
2018-03-26,524.286987,526.379028,470.440002,"Requesting faucet funds into 0x0000000000000000000000000000000000000000 on the #Rinkeby #Ethereum test network. 
0xe07786114BC1Ecc7278824180D164ba091F38af5"
2018-03-27,489.589996,491.459015,449.971008,#Ethereum's killer app has been attracting positive wholesome builders. https://t.co/iL4YbCSxM1
2018-03-28,450.290985,466.210999,444.860992,The BOSS #3 collectible https://t.co/EwegdUZUGr #rarible #ethereum #flow #nonfungible #digitalasset #nft via @rarible https://t.co/P4tZixpnpR
2018-03-29,448.075012,450.812988,385.812988,Requesting faucet funds into 0x4bEa3BC9A1D5c797bb46D5111848A2f7F7883d39 on the #Rinkeby #Ethereum test network.
2018-03-30,385.904999,409.928986,368.632996,Look what I found! Empress Wu Zatain of the Tang Dynasty collectible https://t.co/lXOTEvjxDc #rarible #ethereum #flow #nonfungible #digitalasset #nft via @rarible
2018-03-31,395.003998,418.467987,392.953003,"#ETH
#Ethereum 
#crypto
My friend said that in the current cryptocurrency market, if you can't earn $1 million a year, then you will fail. When the hurricane comes, a pig can fly in the sky. https://t.co/RiUw5CyEfH"
2018-04-02,379.699005,395.17099,377.592987,#filecoin #btc #Ethereum #ipfs #metaverse FIL pump?
2018-04-05,379.946991,387.716003,369.81601,Requesting faucet funds into 0x6108A44089fe0E39c91D1af04466B9Bb3dc314ca on the #Rinkeby #Ethereum test network. GOOD!
2018-04-06,382.730988,385.195007,366.911011,"@catena_x  The primary focus CEX will be to make DeFi more accessible and easier to understand, educating users the benefits of blockchain technology.

$CEX #catenax #catenaxcrypto #binance #ethereum #cryptocurrency #altcoin #defi #cryptocurrencynews #newscryptocurrency"
2018-04-08,385.743011,402.589996,385.60199,"Send it! #Ethereum #altcoin #altcoins 

I think we rocket up from here..."
2018-04-10,399.411011,415.888,393.878998,"History in the making! 📰🌎💾
#ICPSquad #InternetComputer #ICPFamily #Solana #Ethereum https://t.co/F3eeZTt0Kn"
2018-04-12,430.161011,493.058014,417.412994,Requesting faucet funds into 0x352a8fd4F5315288Ab75E623db8fFd82C3325192 on the #Rinkeby #Ethereum test network.
2018-04-13,493.160004,526.469971,482.658997,"If you dream of SUCCESS make sure you are AWAKE.
Keep connecting with BTRL Exchange✌🏻
#Btrl #Btc #Bitcoin #LTC #Ethereum #Btrlexchange #CoinMarketCap #ElonMusk https://t.co/0sz0oFJsvc"
2018-04-18,503.30899,525.09198,503.045013,"$ETHO is a global IPFS for NFTs. https://t.co/8sVE7DFWSR

Great to see this coming:
https://t.co/hXj4ql5FBs

#NFT #IPFS #cryptocurrency #Altcoins #ethereum
#CryptoPhunks #nftart #art #DigitalArtist https://t.co/qYSHRdQDPl"
2018-04-20,567.989014,618.715027,560.28302,"You know the bull run is back when I start getting 201819191 bot offers for @creatureNFT and the floor is getting demolished. 

#NFTs #ETH #Ethereum"
2018-04-24,643.39801,708.875,643.39801,"TA: 
#Ethereum Regains #Strength, Indicators Suggest Fresh Run To $4,850
Isn't that #exciting???? https://t.co/Dsojehmlet"
2018-04-25,707.062012,707.062012,600.211975,"@Ezekielnfts @Cool_Dogs_ Love the @Cool_Dogs_ 
Love #Ethereum 

@NeonApesYC @WLCCNFT @ChibiLabs https://t.co/2Qn4FcUnBf"
2018-04-28,644.645996,691.442017,644.645996,"$ETH/USD - buy on:@ - sell on:@WazirxIndia - arbitrage:28.82%
$ETH/BTC -  buy on:@stexexchanger - sell on:@fatbtc - arbitrage:3.32%
https://t.co/Rb2CqLdeP4 / #ethereum / min. 24h volume : 0.25 BTC"
2018-05-01,670.463013,674.403015,637.539978,Requesting faucet funds into 0x94f19aFAC68d89eB7577087e6CF5819aB18FFD45 on the #Goerli #Ethereum test network via https://t.co/sTxQnM7LHm
2018-05-02,674.075012,688.84198,667.419983,Requesting faucet funds into 0x7952F768eaA71580678d4641EA37B134116061F1 on the #Rinkeby #Ethereum test network.
2018-05-03,686.591003,784.341003,686.591003,Requesting faucet funds into 0x1B92e4048090CA1D9591BE04C17Fd39700Ff6bE4 on the #Rinkeby #Ethereum test network.
2018-05-08,755.008972,774.249023,728.129028,Animoca Brands unveils plans for K-pop NFT metaverse https://t.co/8hyWrcLtYp #Ethereum #Technical Analysis
2018-05-12,679.877014,691.411011,644.065979,Requesting faucet funds into 0xe2aA09dEaea491F45435b317129EdB82f98B5b0D on the #Rinkeby #Ethereum test network.
2018-05-14,732.732971,742.169983,695.791992,"My Crypto Strategy on ICONOMI just outperformed BTC.
Check it out here:
https://t.co/fdrpN2bujB
#bitcoinmining #invest #trading #ethereum https://t.co/aGElrAMdEZ"
2018-05-18,672.10199,695.031006,663.809021,"Without quantum security, our blockchain future is uncertain 
#ethereum $ETH #cryptocurrency 
https://t.co/TauQBBQBX6"
2018-05-19,695.072021,715.578003,686.791016,4 hour top movers report #blockchain #crypto #cryptocurrency #kripto #kriptopara #trading #rixx #binance #bnb #bitcoin #btc #ethereum #eth https://t.co/88ejvVU6LR
2018-05-20,697.922974,723.752991,692.669006,"Hey dog people's
Buying $TETSU INU now will not give you #FOMO later

Kittyarmy$
#tetsuinu
#Metaverse
#Eth #ethereum #bitcoin #saitama #saita #shiba #shibainu #doge #dogecoin #GM #NFT #BAYC https://t.co/Ly67vDHxsp"
2018-05-23,646.669983,651.635986,572.952026,"𝐇𝐲𝐩𝐞𝐫𝐥𝐞𝐝𝐠𝐞𝐫 𝐕𝐬 𝐂𝐨𝐫𝐝𝐚 𝐕𝐬 𝐄𝐭𝐡𝐞𝐫𝐞𝐮𝐦: 𝐓𝐡𝐞 𝐔𝐥𝐭𝐢𝐦𝐚𝐭𝐞 𝐂𝐨𝐦𝐩𝐚𝐫𝐢𝐬𝐨𝐧!

Check Now 👉 https://t.co/J2DKFknwEv

#hyperledger #corda #ethereum #technology #blockchain #blockchaintechnology #blockchaintech #101blockchains https://t.co/k9s3rSR7ZS"
2018-05-25,602.140015,617.185974,575.624023,$KIBA vs $ETH 6x conservative short term target. Possible 10x in USD value soon ish. We flipped the cloud on the 4H chart. Very bullish right now. Lots of developments coming. Don't sleep on @KIBAINU_ETH #Ethereum #BSCGems https://t.co/tOIhYBHMZQ
2018-05-27,588.52002,590.328003,562.866028,"PRICE TARGETS  

#Bitcoin  : $125,000 
#Ethereum: $10,000
#Litecoin : $1850++
#BNB  : $1,500 
#Solana: $600
#MATIC:  $10
#doge:  $1 

Which one will happen first?"
2018-05-29,516.14801,572.263977,516.14801,"Gm @DeFiHoodNFT fam!🏹

Grateful to be featured in the @Mill_Mentor NFT instagram page💎

The Hood is growing at an exponential rate and we are so grateful for all of you ❤️

JOIN OUR DISCORD TO GET WHITELISTED, FEW SPOTS LEFT🔥

#nftdrop #nft #nfts #eth #ethereum #NFTCommunity https://t.co/RXbzY9vcOL"
2018-06-06,610.262024,611.643005,596.395996,CEX is a token that will drive a state of the art multi-chain transfer protocol to bridge multiple blockchains. $CEX #catenax #catenaxcrypto #Binance #ethereum #Cryptocurrency #altcoin #defi #CryptocurrencyNews #cryptotwitter #newcryptocurrency
2018-06-07,607.687012,616.143982,601.692993,Does anyone understand #eth crap? You make a transaction... in the meanwhile it get's stuck for who knows why... then u are obligated to cancel it and you have to pay for a transaction that never succeded in first place???????? SHITCOIN 2021 #Ethereum
2018-06-11,524.856995,536.857971,515.268982,@hashbon This project has an exceptional and very experienced team. So this project does not need to be doubted. I am sure this project will be hold a big success. #blockchain #bitcoin  #crypto #ethereum #cryptocurrencies #fintech #defi #hashtoken #hashbon
2018-06-13,498.018005,501.904999,459.003998,"Relativity of Perception #art #nft https://t.co/6DUOWN9mZN 
#ethereum #eth #bitcoin #btc #crypto #Binance #polygon #bsc #Bnb #AI #DeFi #AVAX #FTM #solana #kusama #Polkadot #SOL #KSM #DOT"
2018-06-14,478.381012,523.544983,467.466003,Are you guys participating in the #veve drops? Placed my #ironman right next to my ironman #artwork. #nft #nfts #Metaverse #NFTCommunity #crypto #eth #xrp #btc #digitalart #arte #love #bhfyp #Ethereum #cryptocurrencies #omi #ecomo #veveverse #goldenmoments #stoked https://t.co/n5A5kZORTy
2018-06-15,520.47998,521.304993,487.468994,"@vaultdefi is bringing #ethereum to people that may not otherwise own it.  VaultETH rewards you in wrapped #eth and also in Safevault (which reflects in #busd ) 

Buy using  the swapper.

https://t.co/DAVMIFirED

#VaultSeason
#EvenMoreRewards https://t.co/mgPA7B4TXl"
2018-06-16,490.414001,503.222992,488.851013,"Hello Friends, This is a Monster Ice Cream Illustration Art Based On Halloween Theme.

✅ Visit Rarible: https://t.co/2Mu4eF2gry
✅ Visit Opensea: https://t.co/JS74oa935z

#tonmoygraphics #nft #nftart #nftcommunity #opeansea #cryptoart #Ethereum #nftcreator #characterdesign #art https://t.co/BFZU08FNFF"
2018-06-17,499.459991,507.640991,498.64801,Check out my NFT listing on OpenSea! https://t.co/sy6LcT9Bz6 via @opensea #nfts #nft #nftart #nftartist #nftcollector #cryptoart #digitalart #nftcommunity #art #crypto #ethereum #blockchain #cryptocurrency #cryptoartist #opensea #nftcollectors
2018-06-20,538.505981,541.015015,519.369019,Requesting faucet funds into 0x9FE670cCD3a7A9f8152C1B090F8097F6fA1E5E03 on the #Rinkeby #Ethereum test network.
2018-06-21,536.447021,543.71698,524.258972,"BTC Sentiment (Price $66000)

What's next for BTC?

$ETH $XRP $LINK $ADA $UNI $AAPL $TSLA $AMZN $SPY $QQQ $DOGE $GLD $HBAR $NVDA $SOL $BNB $GME $AVAX $AMC $FB $SOL $AXS $LRC $SHIB $HNT $VET $DOT #WSB #OOTT #DDTG #crypto #wallstreetbets #news #ethereum #cryptopoll #bitcoin   #btc"
2018-06-23,466.273987,479.128998,462.393005,"Odd Chicks
https://t.co/15OnjKSF8j
101 unique pieces Odd Chicks. 1/1 Mint.
#nfts #nft #nftart #nftartist #nftcollector #cryptoart #nftcommunity #crypto #ethereum #blockchain #cryptocurrency #cryptoartist #opensea #nftcollectors #bitcoin #nftdrop #nftcollectibles #eth #openseanft"
