SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
251,Aave,AAVE,6/12/21 23:59,288.9529018,266.5094365,285.4381467,278.5140381,251587258,3563847178
252,Aave,AAVE,6/13/21 23:59,317.6083654,267.8012832,278.7386895,317.1291679,327631351.9,4058132279
253,Aave,AAVE,6/14/21 23:59,336.0401498,309.0903196,316.2848116,317.9013633,335306771,4068123033
254,Aave,AAVE,6/15/21 23:59,326.9009053,308.3669441,319.4005959,319.7572917,352145487.3,4091958380
255,Aave,AAVE,6/16/21 23:59,313.7385532,287.5311588,311.928213,290.2685031,192278220.2,3714910784
256,Aave,AAVE,6/17/21 23:59,305.3885227,285.4597322,290.2963901,292.9146258,146151226.3,3748867972
257,Aave,AAVE,6/18/21 23:59,293.7846042,253.6112191,293.5339197,264.3520939,229941834.9,3383440911
258,Aave,AAVE,6/19/21 23:59,270.2433046,255.1678608,265.4046818,256.3560888,148810608.6,3281227061
259,Aave,AAVE,6/20/21 23:59,277.1895489,242.621191,255.2371533,273.4993602,242023664.1,3500727704
260,Aave,AAVE,6/21/21 23:59,275.3770026,206.4147356,272.9165663,212.989465,406497830.3,2726354239
261,Aave,AAVE,6/22/21 23:59,222.8917677,171.3759781,212.557657,205.7517032,589171952.1,2633899992
262,Aave,AAVE,6/23/21 23:59,229.6643783,198.0248878,206.0271414,214.0907682,399527615.4,2740670234
263,Aave,AAVE,6/24/21 23:59,217.9064032,193.3541311,207.6601375,210.8598243,256051017.2,2699309498
264,Aave,AAVE,6/25/21 23:59,214.8297468,185.2686605,211.19506,187.1687543,256442078.2,2400468191
265,Aave,AAVE,6/26/21 23:59,193.1167151,176.7812784,187.067834,186.971875,224175853.7,2397984006
266,Aave,AAVE,6/27/21 23:59,202.7203439,183.5170636,187.3090023,202.6764007,250757136.2,2599445022
267,Aave,AAVE,6/28/21 23:59,232.8343949,200.8225861,202.7613139,226.3724925,340029039.6,2903823687
268,Aave,AAVE,6/29/21 23:59,252.5756462,226.1181589,226.9977685,236.7658708,374246042.8,3037272383
269,Aave,AAVE,6/30/21 23:59,252.1211163,220.0814121,238.1191265,250.385494,363669939.7,3212200185
270,Aave,AAVE,7/1/21 23:59,251.9744116,227.6914189,250.7104378,231.626362,330715116.2,2971685385
271,Aave,AAVE,7/2/21 23:59,234.4839565,215.9515394,230.8141186,233.9484366,256639522.8,3001542331
272,Aave,AAVE,7/3/21 23:59,265.1073421,228.4852059,234.2084781,259.6552253,385377799.5,3331546057
273,Aave,AAVE,7/4/21 23:59,289.0011241,248.2854908,259.399426,277.0387917,427571943.3,3555054096
274,Aave,AAVE,7/5/21 23:59,317.3872339,263.4338806,277.1105335,307.8290792,793140860.1,3950268561
275,Aave,AAVE,7/6/21 23:59,346.7147802,307.9975253,307.9975253,316.8985074,988705452.8,4066775915
